,LINKS,PRODUCT_NAMES,RATINGS,NUMBER_OF_REVIEWS,PRICES
240,https://www.amazon.in/Wildcraft-Solid-Backpack-Grey-11911/dp/B07N1CM9QS,Wildcraft 35 Ltrs 18.5 cms Backpack (11911 Grey_Grey),4.2,157,1228
241,https://www.amazon.in/Wildcraft-Shutter-Bug-Camera-Backpack/dp/B07GVJ5LZB,Wildcraft Shutter Bug Camera Backpack - Black,4.5,777,3782
242,https://www.amazon.in/LEGAL-BRIBE-Womens-Checkered-Sling/dp/B098JQJ7VV,LEGAL BRIBE Checkered Sling,3.8,230,760
243,https://www.amazon.in/School-Cartoon-Backpack-Konggi-Rabbit/dp/B09241N9KD,"Baby Bag, School Bag for Kids Girl, Soft Bag, Cartoon Backpack(Konggi Rabbit)",2.8,5,201
244,https://www.amazon.in/Skybags-Riddle-Blue-Casual-Backpack/dp/B08Z298H44,Skybags Riddle 2 Blue 45 Cms Casual Backpack,4.4,58,1143
245,https://www.amazon.in/Wildcraft-Ltrs-Orange-Rucksack-8903338073833/dp/B01G5I8VKQ,Wildcraft 60 Ltrs Orange Rucksack (8903338073833),4.2,1406,2490
246,https://www.amazon.in/Kraptick-backpack-maternity-nursing-mothers/dp/B0BFWJFS62,"Kraptick Diaper bag backpack, diaper bags for mom for travel, baby diaper bag, maternity bags for mother and baby, nursing bags for mothers, diaper bag handbag",5.0,2,975
247,https://www.amazon.in/Prarabdh-Pocket-Shoulder-Strap-Water/dp/B09FZ2N1VQ,Prarabdh Yoga Mat Bag from Women & Men and Shoulder Strap Water Proof Yoga Mat Cover (Blue Color),3.6,32,195
248,https://www.amazon.in/ShopyVid%C2%AE-Leather-Stylish-Trending-Backpack/dp/B08336HQ18,ShopyVid ® Women's PU Leather Stylish and Trending Backpack for College Office Travel Purse (Black),3.6,2805,343
249,https://www.amazon.in/Lino-Perros-Womens-Sling-Black/dp/B07B4FBQ3X,Lino Perros Sling bag,4.2,596,829
250,https://www.amazon.in/Arctic-Fox-Shutter-Topography-Camera/dp/B0835GMWBC,Arctic Fox Sling Shutter Topography Camera Bag,4.5,283,1199
251,https://www.amazon.in/Aristocrat-Spark-Polyester-Small-Duffle/dp/B0B6CF261N,Aristocrat Spark 53cm Polyester Small Red Duffle Bag,4.3,59,1099
252,https://www.amazon.in/Chumbak-Forest-Flowers-Embroidered-Green/dp/B084YYMS2W,Chumbak Forest Flowers Embroidered Sling Bag - Green,4.0,12,2396
253,https://www.amazon.in/RBB-HUB-Black-Leather-Sling/dp/B082G8KPD2,"RBB HUB Black Leather Gym Bag Gym Bag (Black, Sling Bag)",5.0,1,229
254,https://www.amazon.in/F-Gear-Yakuza-Brown-Laptop-Backpack/dp/B071VNWC1C,F Gear Yakuza Brown 34 liter Laptop Backpack Sch Bag,4.4,795,1139
255,https://www.amazon.in/Eco-Friendly-Bag-Reusable-Shopping-Grocery-Multipurpose/dp/B09V5PVDTC,ASIAN Eco-Friendly Jute Hand Bag-Reusable Tiffin Shopping Grocery Multipurpose Hand Bag with Zip & Handle for Men and Women,4.1,220,197
256,https://www.amazon.in/Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VFV736,"Kuber Industries Handcrafted Embroidered Clutch Bag Purse Handbag for Bridal, Casual, Party, Wedding (Maroon and Peach) - CTKTC034524-2 Pieces",3.6,25,593
257,https://www.amazon.in/Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VFV736,"Kuber Industries Handcrafted Embroidered Clutch Bag Purse Handbag for Bridal, Casual, Party, Wedding (Maroon and Peach) - CTKTC034524-2 Pieces",3.6,25,593
258,https://www.amazon.in/F-Gear-Lattitude-Blue-Navy-Orange-Sports-Waist-Bag/dp/B08NYH3WJD,F Gear Lattitude Blue Navy Orange Sports Waist Bag (3686),4.3,153,449
259,https://www.amazon.in/SHREY-KARE-Wheelie-Size-Black/dp/B09XR1T92Z,SHREY KARE Wheelie Bag ONE Size (Black),4.3,135,2149
260,https://www.amazon.in/Lino-Perros-Women-Colored-Backpack/dp/B084TPL24S,Lino Perros Backpack,4.4,173,1469
261,https://www.amazon.in/Goatter-Hunter-Leather-Laptop-Messenger/dp/B0BQR4N3CM,"Goatter Hunter Leather 16"" Inch Laptop Messenger Bag/Office Bag For Men",4.1,40,2499
262,https://www.amazon.in/Lino-Perro-Colored-Sling-BEIGE/dp/B08ZKY3JZH,Lino Perros Colored Sling bag (BEIGE),4.1,196,678
263,https://www.amazon.in/Wildcraft-Black-Backpack-WC-Dare/dp/B06XD713N9,Wildcraft 35 Ltrs Black and Mel Backpack (WC 5 Dare),4.5,1544,1544
264,https://www.amazon.in/Zipper-Closure-Synthetic-Handbag-S22LAVBLIHO8688001/dp/B09GYRB9RT,Lavie Women's Blixen Hobo Bag Bag | Ladies Purse Handbag,4.1,20,999
265,https://www.amazon.in/Amazon-Brand-Eden-Womens-Sling/dp/B07YX8R7W8,Amazon Brand - Eden & Ivy Women's Sling Bag,4.3,291,702
266,https://www.amazon.in/Wildcraft-CL2-laptop-bagpack-Black/dp/B00L14FKD6,Wildcraft CL2 Laptop bagpack (Black),4.1,171,1719
267,https://www.amazon.in/Ailtino-Women-Potli-Bag-off-White/dp/B097Y7NMDN,AILTINO Women Potli Bag,4.3,271,239
268,https://www.amazon.in/Lavie-Cetan-Stiff-Sling-Ocher/dp/B08LJ3H43N,Lavie Women's Cetan Stiff Sling Bag | Ladies Purse Handbag | Crossbody Sling Strap,4.1,3010,957
269,https://www.amazon.in/Wildcraft-Streak-Laptop-Backpack-Black/dp/B07YYLL4MP,Wildcraft Streak 2.0 Plus Laptop Backpack 20L (Black),4.2,40,1775
270,https://www.amazon.in/Koel-Lavie-Womens-Sling-Beige/dp/B0B9866GM4,Koel by Lavie Women's Dane Sling Bag (Beige),4.5,2,599
